Player,Fielders_score
FDM Karunaratne (SL),9.1906696
Amir Hamza (AFG),9.189989079207923
BJ McCarthy (IRE),9.188505279207922
SFAF Bacchus (WI),9.186328479207921
MH Yardy (ENG),9.1839522
BW Hilfenhaus (AUS),9.18354
KD Walters (AUS),9.18201347920792
Yashpal Sharma (INDIA),9.180983799999998
TG Hogan (AUS),9.1747596
SKL de Silva (SL),9.174217800000001
LM Jongwe (ZIM),9.16765547920792
DT Christian (AUS),9.162735600000001
KMA Paul (WI),9.160170279207922
Ihsanullah (AFG),9.15356207920792
Simi Singh (IRE),9.1504998
PB Dassanayake (SL),9.137899079207921
Dhiman Ghosh (BDESH),9.134468679207922
SJ Rhodes (ENG),9.0639328
P Mustard (ENG),9.05826
SJ Rixon (AUS),9.053911879207924
RD McCann (IRE),9.0238602
F Mutizwa (ZIM),8.997181879207922
SJ Palframan (SA),8.99228307920792
CAK Walton (WI),8.782478679207921
T Panyangara (ZIM),8.391394879207922
AR Caddick (ENG),8.389864600000001
LL Tsotsobe (SA),8.3855818
MA Ealham (ENG),8.383224799999997
W Watson (NZ),8.381382479207918
SJ Benn (WI),8.380456999999998
BP Patterson (WI),8.37537347920792
CH Morris (SA),8.358246199999998
JR Thomson (AUS),8.35565287920792
